Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
Lleyton Hewitt,265.4,53.0%,75.6%,53.1%,80.9%,6.5,3.7,2009,serve,,,,,
Potito Starace,265.4,73.2%,66.9%,48.9%,75.2%,2.8,1.6,2009,serve,,,,,
Andreas Beck,265.2,58.9%,72.4%,52.0%,80.9%,5.2,4.2,2009,serve,,,,,
Janko Tipsarevic,265.0,56.1%,73.7%,51.5%,79.9%,6.2,2.4,2009,serve,,,,,
Julien Benneteau,263.6,66.0%,69.6%,48.3%,77.3%,5.6,3.2,2009,serve,,,,,
Juan Monaco,263.0,69.1%,65.6%,52.7%,75.7%,1.9,2.0,2009,serve,,,,,
Evgeny Korolev,261.5,60.7%,72.3%,49.0%,76.3%,5.6,2.4,2009,serve,,,,,
Ivo Karlovic,306.6,66.2%,81.2%,52.8%,90.4%,17.8,1.8,2008,serve,,,,,
Andy Roddick,306.2,67.6%,79.6%,55.6%,91.2%,14.3,2.1,2008,serve,,,,,
Roger Federer,295.8,64.1%,76.9%,57.9%,89.2%,8.7,1.0,2008,serve,,,,,
John Isner,295.0,66.5%,77.1%,51.8%,88.4%,14.7,3.5,2008,serve,,,,,
Rafael Nadal,291.1,69.5%,71.9%,60.1%,87.8%,3.1,1.3,2008,serve,,,,,
Ivan Ljubicic,289.1,61.5%,77.9%,51.7%,87.0%,12.8,1.8,2008,serve,,,,,
Robin Soderling,289.0,61.2%,78.4%,54.0%,87.8%,10.3,2.7,2008,serve,,,,,
Novak Djokovic,286.9,65.1%,73.8%,56.7%,87.0%,6.2,1.9,2008,serve,,,,,
Jo-Wilfried Tsonga,286.1,64.0%,76.7%,51.0%,86.0%,10.6,2.2,2008,serve,,,,,
Mario Ancic,284.4,62.5%,76.1%,52.8%,86.1%,9.2,2.3,2008,serve,,,,,
Feliciano Lopez,283.4,60.9%,75.1%,53.3%,85.8%,11.4,3.1,2008,serve,,,,,
Michael Llodra,282.7,61.0%,75.3%,54.9%,85.5%,9.5,3.5,2008,serve,,,,,
Radek Stepanek,281.6,63.0%,76.5%,51.9%,86.0%,7.4,3.2,2008,serve,,,,,
Tomas Berdych,280.1,60.2%,76.7%,53.2%,84.2%,8.0,2.2,2008,serve,,,,,
Nicolas Almagro,279.3,59.0%,75.2%,54.6%,84.0%,9.0,2.5,2008,serve,,,,,
Igor Andreev,279.2,64.4%,72.6%,54.7%,83.9%,6.1,2.5,2008,serve,,,,,
Juan Carlos Ferrero,278.6,66.6%,71.5%,53.9%,83.7%,4.3,1.4,2008,serve,,,,,
Fernando Gonzalez,278.6,62.7%,73.3%,54.5%,84.8%,6.2,2.9,2008,serve,,,,,
Richard Gasquet,278.5,59.9%,75.8%,52.7%,84.1%,8.4,2.4,2008,serve,,,,,
Simone Bolelli,277.7,67.1%,70.3%,54.0%,82.8%,4.9,1.4,2008,serve,,,,,
Philipp Kohlschreiber,276.9,63.1%,71.8%,55.2%,83.7%,5.3,2.2,2008,serve,,,,,
Victor Hanescu,275.3,69.7%,70.9%,51.2%,79.5%,5.6,1.6,2008,serve,,,,,
Nikolay Davydenko,274.0,64.3%,71.6%,54.4%,82.0%,3.9,2.2,2008,serve,,,,,
Juan Martin del Potro,273.4,61.5%,73.4%,53.3%,82.7%,5.0,2.5,2008,serve,,,,,
Dmitry Tursunov,273.0,57.7%,74.7%,52.3%,83.6%,7.9,3.2,2008,serve,,,,,
Ernests Gulbis,272.9,60.2%,74.5%,49.9%,82.9%,9.6,4.2,2008,serve,,,,,
Jurgen Melzer,272.8,61.9%,71.5%,54.1%,81.2%,6.5,2.4,2008,serve,,,,,
Janko Tipsarevic,272.8,55.5%,76.0%,52.3%,82.5%,9.2,2.7,2008,serve,,,,,
Carlos Moya,271.6,61.1%,70.7%,55.4%,81.7%,5.2,2.5,2008,serve,,,,,
Eduardo Schwank,271.6,63.6%,70.2%,53.6%,82.2%,4.5,2.5,2008,serve,,,,,
Fernando Verdasco,271.3,72.7%,68.8%,51.7%,78.4%,3.8,4.1,2008,serve,,,,,
Paul-Henri Mathieu,271.0,55.5%,74.4%,54.8%,83.8%,5.6,3.1,2008,serve,,,,,
Nicolas Mahut,270.9,61.9%,73.2%,50.0%,81.0%,9.0,4.2,2008,serve,,,,,
Marin Cilic,270.4,53.8%,75.4%,52.8%,82.6%,9.1,3.3,2008,serve,,,,,
Sam Querrey,270.3,59.1%,74.9%,48.7%,80.6%,10.1,3.1,2008,serve,,,,,
Andy Murray,268.6,57.0%,74.6%,51.1%,81.6%,6.5,2.2,2008,serve,,,,,
Potito Starace,268.4,73.3%,64.1%,53.9%,76.4%,2.0,1.3,2008,serve,,,,,
Gael Monfils,268.2,60.8%,73.8%,49.6%,79.6%,7.5,3.1,2008,serve,,,,,
Mikhail Youzhny,268.2,61.4%,71.9%,51.4%,81.3%,4.7,2.5,2008,serve,,,,,
James Blake,268.1,55.9%,74.0%,52.7%,81.4%,6.8,2.7,2008,serve,,,,,
Bobby Reynolds,267.4,59.1%,72.4%,49.6%,78.3%,11.2,3.2,2008,serve,,,,,
Tommy Robredo,267.2,68.1%,68.6%,51.0%,78.0%,3.1,1.6,2008,serve,,,,,
Mardy Fish,267.1,49.7%,77.6%,51.4%,81.0%,10.1,2.7,2008,serve,,,,,
Tommy Haas,267.0,59.3%,72.7%,52.3%,79.2%,7.3,3.8,2008,serve,,,,,
David Ferrer,266.7,65.8%,68.2%,53.4%,78.3%,2.6,1.6,2008,serve,,,,,
David Nalbandian,266.4,58.0%,73.6%,52.3%,80.4%,5.2,3.1,2008,serve,,,,,
Stan Wawrinka,266.1,60.8%,69.9%,53.6%,78.3%,5.8,2.3,2008,serve,,,,,
Agustin Calleri,265.9,55.3%,76.0%,49.2%,80.7%,8.1,3.4,2008,serve,,,,,
Marat Safin,265.5,55.0%,73.8%,50.6%,80.9%,8.5,3.3,2008,serve,,,,,
Robby Ginepri,265.1,63.7%,69.3%,50.9%,77.9%,5.2,1.9,2008,serve,,,,,
Ivo Karlovic,318.5,68.6%,83.6%,53.1%,94.5%,20.6,1.9,2007,serve,,,,,
Andy Roddick,303.2,65.0%,80.4%,56.7%,90.9%,11.7,1.5,2007,serve,,,,,
Roger Federer,294.3,61.9%,77.3%,59.0%,89.2%,8.0,1.1,2007,serve,,,,,
Ivan Ljubicic,290.3,58.7%,79.5%,52.6%,87.4%,14.5,2.4,2007,serve,,,,,
Rafael Nadal,284.7,68.2%,72.5%,56.5%,86.2%,2.8,1.5,2007,serve,,,,,
Tomas Berdych,281.1,58.6%,77.6%,53.9%,86.0%,7.3,2.3,2007,serve,,,,,
Tommy Haas,281.0,61.0%,76.4%,53.8%,84.8%,8.0,3.0,2007,serve,,,,,
Radek Stepanek,280.6,63.0%,74.2%,53.9%,84.5%,7.0,2.0,2007,serve,,,,,
Feliciano Lopez,279.1,59.6%,75.8%,52.6%,84.6%,10.0,3.5,2007,serve,,,,,
Novak Djokovic,278.1,64.1%,72.3%,53.9%,83.9%,6.2,2.3,2007,serve,,,,,
Nicolas Kiefer,277.5,56.7%,79.0%,52.1%,85.5%,6.7,2.5,2007,serve,,,,,
Frank Dancevic,277.4,60.3%,75.1%,51.4%,80.7%,12.4,2.5,2007,serve,,,,,
Sam Querrey,275.5,56.7%,79.2%,48.2%,82.2%,12.4,3.2,2007,serve,,,,,
Igor Andreev,274.6,67.7%,68.5%,55.6%,80.4%,4.1,1.7,2007,serve,,,,,
Richard Gasquet,274.6,61.7%,73.8%,53.9%,82.0%,5.4,2.2,2007,serve,,,,,
Robin Soderling,274.6,62.2%,74.6%,50.7%,82.6%,7.1,2.6,2007,serve,,,,,
James Blake,274.4,58.0%,75.3%,53.0%,83.7%,7.3,2.9,2007,serve,,,,,
Fernando Gonzalez,273.5,63.3%,72.7%,51.5%,81.9%,6.5,2.4,2007,serve,,,,,
Nicolas Almagro,272.9,60.8%,73.7%,51.5%,81.5%,7.8,2.4,2007,serve,,,,,
Fernando Verdasco,272.6,71.5%,69.7%,50.6%,79.6%,4.6,3.4,2007,serve,,,,,
Gael Monfils,272.1,57.1%,75.0%,52.0%,80.5%,11.3,3.8,2007,serve,,,,,
Thomas Johansson,271.5,57.7%,75.4%,51.3%,81.2%,8.3,2.4,2007,serve,,,,,
Tommy Robredo,271.2,67.6%,68.0%,54.4%,79.2%,3.7,1.7,2007,serve,,,,,
Mardy Fish,271.0,51.7%,78.7%,50.8%,81.0%,11.4,2.6,2007,serve,,,,,
Nicolas Mahut,271.0,57.4%,74.9%,52.4%,83.4%,7.8,4.9,2007,serve,,,,,
Michael Llodra,270.9,63.2%,71.7%,51.9%,80.1%,7.4,3.4,2007,serve,,,,,
Dmitry Tursunov,270.9,56.5%,74.8%,53.6%,81.8%,8.2,4.0,2007,serve,,,,,
Luis Horna,270.7,69.3%,69.7%,50.0%,79.7%,4.3,2.3,2007,serve,,,,,
Amer Delic,270.3,58.9%,73.0%,50.4%,80.0%,10.1,2.1,2007,serve,,,,,
Lleyton Hewitt,269.8,53.7%,75.6%,53.4%,82.8%,7.6,3.3,2007,serve,,,,,
Juan Carlos Ferrero,269.6,68.1%,67.4%,53.3%,78.5%,4.0,1.7,2007,serve,,,,,
Carlos Moya,269.3,61.9%,71.9%,50.9%,81.6%,5.8,2.8,2007,serve,,,,,
Mikhail Youzhny,269.0,59.6%,72.3%,52.4%,81.9%,4.8,2.0,2007,serve,,,,,
Paul-Henri Mathieu,268.8,56.1%,74.3%,53.4%,82.5%,4.8,2.3,2007,serve,,,,,
Potito Starace,268.7,71.6%,65.8%,53.5%,77.5%,1.9,1.6,2007,serve,,,,,
Juan Monaco,268.4,65.4%,67.8%,55.5%,78.4%,3.2,1.9,2007,serve,,,,,
Juan Martin del Potro,268.1,62.2%,70.5%,52.7%,79.0%,6.4,2.7,2007,serve,,,,,
Arnaud Clement,268.0,56.0%,75.4%,51.8%,81.9%,5.6,2.7,2007,serve,,,,,
Marat Safin,268.0,58.1%,72.7%,52.0%,80.2%,8.2,3.2,2007,serve,,,,,
Florent Serra,267.0,62.8%,70.4%,51.4%,79.8%,4.7,2.1,2007,serve,,,,,
Benjamin Becker,266.6,52.0%,76.2%,51.3%,82.0%,8.2,3.1,2007,serve,,,,,
Hyung-Taik Lee,266.5,63.3%,70.1%,52.2%,79.5%,3.0,1.6,2007,serve,,,,,
David Ferrer,266.3,65.5%,68.5%,52.2%,78.8%,2.9,1.6,2007,serve,,,,,
Marcos Baghdatis,266.2,52.2%,74.9%,53.3%,81.7%,6.8,2.7,2007,serve,,,,,
Marc Gicquel,265.7,57.5%,73.7%,50.1%,80.3%,6.0,1.9,2007,serve,,,,,
Philipp Kohlschreiber,265.7,60.5%,70.6%,52.8%,79.6%,4.6,2.4,2007,serve,,,,,
Guillermo Canas,265.4,57.3%,73.4%,51.8%,79.3%,5.7,2.1,2007,serve,,,,,
Nikolay Davydenko,264.6,67.2%,69.4%,49.8%,78.1%,3.5,3.4,2007,serve,,,,,
Andy Murray,264.2,54.5%,73.6%,52.1%,80.5%,6.1,2.6,2007,serve,,,,,
David Nalbandian,263.9,58.1%,72.0%,51.1%,80.4%,5.6,3.3,2007,serve,,,,,
Ivo Karlovic,302.5,65.3%,81.8%,49.2%,91.2%,18.0,3.0,2006,serve,,,,,
Andy Roddick,300.8,66.9%,78.7%,55.0%,90.4%,11.2,1.4,2006,serve,,,,,
Roger Federer,294.2,62.7%,76.7%,58.9%,90.2%,6.9,1.2,2006,serve,,,,,
Ivan Ljubicic,289.6,60.2%,79.1%,52.6%,88.3%,11.9,2.5,2006,serve,,,,,
Rafael Nadal,286.3,69.2%,71.6%,57.2%,86.4%,3.5,1.6,2006,serve,,,,,
Mario Ancic,284.4,63.1%,75.4%,53.2%,85.6%,9.1,2.0,2006,serve,,,,,
Wesley Moodie,283.3,69.3%,73.1%,50.4%,83.3%,10.4,3.2,2006,serve,,,,,
Radek Stepanek,282.1,63.5%,74.4%,54.0%,84.7%,8.7,3.2,2006,serve,,,,,
Tommy Haas,279.9,60.6%,75.9%,54.3%,85.2%,7.1,3.2,2006,serve,,,,,
Max Mirnyi,279.1,62.3%,75.8%,51.3%,83.7%,9.7,3.7,2006,serve,,,,,
Luis Horna,277.0,65.9%,70.7%,53.6%,84.0%,5.2,2.4,2006,serve,,,,,
Robin Soderling,276.5,63.0%,74.6%,51.8%,83.3%,6.7,2.9,2006,serve,,,,,
Kristof Vliegen,275.5,64.0%,72.7%,51.7%,82.1%,7.2,2.2,2006,serve,,,,,
Marat Safin,275.2,60.8%,73.1%,52.5%,82.3%,8.3,1.8,2006,serve,,,,,
Richard Gasquet,274.5,63.2%,73.4%,52.5%,82.9%,4.8,2.3,2006,serve,,,,,
Nikolay Davydenko,273.7,68.7%,69.7%,53.9%,80.3%,3.2,2.1,2006,serve,,,,,
Nicolas Almagro,273.4,61.1%,72.8%,52.1%,83.0%,6.7,2.3,2006,serve,,,,,
Fernando Gonzalez,272.5,63.1%,72.6%,51.6%,82.4%,6.2,3.4,2006,serve,,,,,
Kenneth Carlsen,271.6,61.4%,73.7%,50.3%,81.2%,7.1,2.1,2006,serve,,,,,
Novak Djokovic,271.0,62.8%,71.8%,52.6%,81.3%,5.5,3.0,2006,serve,,,,,
Juan Carlos Ferrero,271.0,68.4%,68.0%,53.9%,77.9%,4.2,1.4,2006,serve,,,,,
Mardy Fish,270.9,51.5%,77.5%,52.8%,82.7%,9.5,3.1,2006,serve,,,,,
Tommy Robredo,270.9,69.3%,68.0%,52.4%,79.8%,3.2,1.8,2006,serve,,,,,
Paradorn Srichaphan,270.7,55.6%,74.2%,55.4%,82.3%,7.0,3.8,2006,serve,,,,,
Tomas Berdych,270.0,58.1%,75.1%,50.7%,81.5%,7.4,2.8,2006,serve,,,,,
Nicolas Mahut,269.6,62.3%,71.9%,49.9%,81.0%,7.9,3.4,2006,serve,,,,,
Fernando Verdasco,269.0,72.8%,68.4%,49.6%,78.1%,3.9,3.8,2006,serve,,,,,
Carlos Moya,268.6,58.6%,73.5%,51.3%,81.5%,6.2,2.5,2006,serve,,,,,
Hyung-Taik Lee,268.4,67.0%,68.8%,53.1%,77.4%,3.7,1.6,2006,serve,,,,,
Agustin Calleri,268.3,57.0%,75.6%,50.6%,81.1%,7.0,3.0,2006,serve,,,,,
Feliciano Lopez,268.2,58.3%,75.4%,48.4%,79.9%,9.8,3.6,2006,serve,,,,,
Robby Ginepri,267.9,65.1%,69.1%,51.9%,77.7%,5.7,1.6,2006,serve,,,,,
Jose Acasuso,267.1,53.1%,74.5%,53.7%,81.1%,6.7,2.0,2006,serve,,,,,
Xavier Malisse,266.8,57.9%,73.4%,51.4%,79.5%,6.4,1.8,2006,serve,,,,,
Jarkko Nieminen,265.9,62.7%,69.6%,51.7%,79.9%,3.8,1.8,2006,serve,,,,,
Tim Henman,265.5,61.4%,70.9%,51.0%,79.8%,4.7,2.3,2006,serve,,,,,
James Blake,265.3,57.7%,72.2%,52.2%,79.7%,6.2,2.7,2006,serve,,,,,
Gilles Muller,265.3,61.1%,72.5%,47.7%,78.7%,9.1,3.8,2006,serve,,,,,
Daniele Bracciali,264.2,51.9%,74.7%,51.4%,81.0%,8.2,3.0,2006,serve,,,,,
Arnaud Clement,263.6,58.1%,71.0%,53.0%,78.3%,5.0,1.8,2006,serve,,,,,
Nicolas Massu,263.1,58.8%,70.2%,52.9%,79.1%,4.6,2.5,2006,serve,,,,,
Dmitry Tursunov,263.0,54.9%,74.0%,50.2%,78.9%,8.8,3.8,2006,serve,,,,,
David Nalbandian,262.2,61.2%,67.7%,54.5%,78.9%,3.1,3.2,2006,serve,,,,,
Stan Wawrinka,261.2,55.8%,72.1%,51.5%,79.7%,6.0,3.9,2006,serve,,,,,
Florian Mayer,260.8,61.7%,70.8%,48.9%,76.6%,4.5,1.7,2006,serve,,,,,
Philipp Kohlschreiber,259.9,56.3%,71.3%,52.3%,77.1%,5.3,2.4,2006,serve,,,,,
Paul-Henri Mathieu,259.9,58.0%,69.9%,52.8%,77.6%,4.2,2.6,2006,serve,,,,,
Olivier Rochus,259.8,63.4%,66.9%,53.4%,77.0%,1.8,2.7,2006,serve,,,,,
Julien Benneteau,259.7,67.6%,66.9%,48.1%,74.8%,5.4,3.1,2006,serve,,,,,
Marcos Baghdatis,259.7,53.1%,74.2%,50.0%,78.3%,7.4,3.3,2006,serve,,,,,
Andy Roddick,306.9,65.8%,81.5%,55.8%,92.5%,13.2,1.9,2005,serve,,,,,
Ivo Karlovic,303.5,63.9%,83.0%,51.7%,90.6%,18.7,4.4,2005,serve,,,,,
Roger Federer,292.3,62.9%,76.3%,58.6%,89.2%,7.1,1.8,2005,serve,,,,,
Wayne Arthurs,292.1,55.5%,81.8%,55.3%,89.4%,15.2,5.1,2005,serve,,,,,
Ivan Ljubicic,290.7,61.8%,76.0%,54.8%,87.8%,12.5,2.2,2005,serve,,,,,
Joachim Johansson,287.9,60.8%,77.0%,54.1%,87.1%,13.5,4.6,2005,serve,,,,,
Max Mirnyi,287.3,63.7%,78.8%,50.4%,85.8%,12.1,3.5,2005,serve,,,,,
Mario Ancic,286.0,61.4%,79.0%,50.7%,86.4%,11.3,2.8,2005,serve,,,,,
Rafael Nadal,282.5,69.2%,70.5%,57.3%,84.5%,2.5,1.5,2005,serve,,,,,
Thomas Johansson,280.1,56.5%,76.5%,55.0%,85.3%,8.7,1.9,2005,serve,,,,,
Fernando Gonzalez,278.0,58.9%,76.7%,53.8%,85.8%,7.1,4.3,2005,serve,,,,,
Lleyton Hewitt,278.0,55.9%,78.2%,53.1%,85.4%,9.2,3.8,2005,serve,,,,,
Greg Rusedski,277.6,57.3%,77.5%,53.0%,86.0%,9.6,5.8,2005,serve,,,,,
Andre Agassi,277.1,59.6%,74.8%,54.3%,84.8%,6.2,2.6,2005,serve,,,,,
Richard Gasquet,277.0,63.9%,72.8%,54.7%,83.5%,4.6,2.5,2005,serve,,,,,
Radek Stepanek,276.6,64.1%,73.8%,51.2%,83.0%,7.5,3.0,2005,serve,,,,,
Robby Ginepri,276.4,62.8%,71.4%,54.7%,82.7%,6.6,1.8,2005,serve,,,,,
Marat Safin,276.0,58.5%,75.2%,52.5%,82.9%,8.8,1.9,2005,serve,,,,,
Victor Hanescu,275.7,68.9%,69.0%,53.1%,80.6%,5.5,1.4,2005,serve,,,,,
Feliciano Lopez,275.0,59.4%,76.0%,51.1%,83.2%,8.6,3.3,2005,serve,,,,,
Mariano Puerta,273.7,66.9%,70.0%,54.0%,80.0%,4.6,1.8,2005,serve,,,,,
James Blake,271.7,58.5%,73.8%,52.6%,82.6%,6.6,2.4,2005,serve,,,,,
Fernando Verdasco,271.3,64.9%,71.7%,51.1%,80.7%,6.6,3.7,2005,serve,,,,,
Xavier Malisse,271.2,58.2%,73.5%,52.0%,81.3%,8.2,2.0,2005,serve,,,,,
Juan Carlos Ferrero,270.4,66.6%,68.2%,54.5%,79.7%,3.1,1.7,2005,serve,,,,,
Gilles Muller,270.3,60.6%,73.4%,50.0%,80.7%,9.2,3.6,2005,serve,,,,,
Luis Horna,268.7,64.9%,71.6%,48.5%,79.4%,7.4,3.1,2005,serve,,,,,
Tomas Berdych,268.2,57.4%,74.8%,50.1%,81.0%,7.5,2.6,2005,serve,,,,,
Tim Henman,267.9,61.6%,73.0%,51.3%,80.9%,4.4,3.3,2005,serve,,,,,
Jose Acasuso,267.6,54.5%,75.1%,51.7%,81.3%,7.6,2.6,2005,serve,,,,,
Nikolay Davydenko,266.7,67.2%,67.4%,53.1%,78.0%,3.3,2.3,2005,serve,,,,,
Sebastien Grosjean,266.2,55.7%,72.7%,52.8%,80.4%,6.4,1.8,2005,serve,,,,,
Robin Soderling,265.7,60.2%,73.4%,48.0%,78.8%,9.2,3.9,2005,serve,,,,,
Tommy Haas,265.6,57.2%,73.7%,52.2%,79.5%,6.5,3.5,2005,serve,,,,,
Taylor Dent,265.5,54.8%,77.9%,49.5%,81.8%,8.1,6.6,2005,serve,,,,,
Michael Llodra,265.4,64.3%,69.9%,51.0%,77.1%,5.4,2.3,2005,serve,,,,,
Carlos Moya,265.2,60.2%,72.2%,50.3%,80.0%,5.1,2.6,2005,serve,,,,,
Kenneth Carlsen,263.2,61.0%,72.9%,47.2%,78.7%,6.1,2.7,2005,serve,,,,,
Igor Andreev,263.0,61.9%,69.1%,52.0%,77.9%,4.2,2.1,2005,serve,,,,,
Cyril Saulnier,262.8,58.8%,71.9%,50.3%,77.4%,6.8,2.4,2005,serve,,,,,
Andrei Pavel,262.4,64.6%,69.9%,46.4%,75.9%,7.4,1.8,2005,serve,,,,,
Olivier Rochus,262.0,61.3%,69.1%,53.4%,78.9%,2.0,2.7,2005,serve,,,,,
Nicolas Almagro,261.5,61.9%,69.3%,49.1%,78.0%,6.1,2.9,2005,serve,,,,,
Paradorn Srichaphan,261.2,58.8%,71.6%,49.8%,77.9%,6.1,3.0,2005,serve,,,,,
Guillermo Canas,260.8,58.9%,70.0%,52.4%,78.7%,3.3,2.5,2005,serve,,,,,
Dmitry Tursunov,260.1,54.7%,76.5%,46.9%,78.7%,9.0,5.7,2005,serve,,,,,
Nicolas Kiefer,260.0,53.4%,74.2%,50.1%,78.5%,7.5,3.7,2005,serve,,,,,
Davide Sanguinetti,259.5,57.6%,71.0%,50.1%,77.0%,5.4,1.6,2005,serve,,,,,
Potito Starace,259.5,73.3%,63.8%,49.3%,72.4%,2.5,1.8,2005,serve,,,,,
Dominik Hrbaty,259.4,58.9%,70.6%,50.7%,77.7%,5.1,3.6,2005,serve,,,,,
Ivo Karlovic,302.1,62.0%,82.2%,51.8%,90.4%,21.1,5.4,2004,serve,,,,,
Andy Roddick,300.6,63.0%,80.5%,55.9%,90.9%,12.6,2.3,2004,serve,,,,,
Joachim Johansson,300.5,63.2%,80.5%,53.8%,91.9%,15.8,4.7,2004,serve,,,,,
Roger Federer,294.5,61.6%,78.2%,57.6%,91.6%,7.6,2.1,2004,serve,,,,,
Max Mirnyi,286.5,64.6%,76.6%,51.3%,86.7%,11.1,3.8,2004,serve,,,,,
Ivan Ljubicic,285.9,60.1%,76.9%,53.9%,85.9%,11.4,2.3,2004,serve,,,,,
Andre Agassi,285.2,60.2%,76.2%,56.0%,88.1%,7.0,2.3,2004,serve,,,,,
Greg Rusedski,284.4,60.1%,78.1%,53.7%,86.9%,11.2,5.6,2004,serve,,,,,
Martin Verkerk,283.3,61.4%,76.9%,51.1%,85.4%,12.9,4.4,2004,serve,,,,,
Wayne Arthurs,283.1,56.3%,78.4%,52.4%,86.7%,14.8,5.5,2004,serve,,,,,
Michael Llodra,282.9,64.6%,74.7%,53.6%,86.1%,6.2,2.3,2004,serve,,,,,
Marat Safin,281.3,56.0%,76.4%,55.3%,85.9%,9.8,2.1,2004,serve,,,,,
Mario Ancic,278.4,61.9%,74.5%,52.8%,82.9%,9.5,3.2,2004,serve,,,,,
Carlos Moya,277.6,56.5%,76.3%,55.0%,85.3%,7.2,2.7,2004,serve,,,,,
Feliciano Lopez,276.4,56.8%,76.6%,51.9%,84.7%,10.0,3.6,2004,serve,,,,,
Cyril Saulnier,274.4,55.3%,75.3%,54.3%,84.0%,8.6,3.1,2004,serve,,,,,
Mardy Fish,273.9,55.0%,76.9%,50.9%,84.1%,11.1,4.1,2004,serve,,,,,
Andrei Pavel,273.2,64.3%,71.1%,52.2%,81.7%,5.7,1.8,2004,serve,,,,,
Tim Henman,273.1,59.2%,74.2%,54.2%,83.5%,6.1,4.1,2004,serve,,,,,
Raemon Sluiter,273.1,60.2%,75.5%,50.4%,81.4%,8.4,2.8,2004,serve,,,,,
Fernando Verdasco,273.0,65.6%,69.7%,54.5%,81.6%,4.8,3.2,2004,serve,,,,,
Juan Carlos Ferrero,272.7,62.6%,70.5%,54.4%,82.0%,5.8,2.6,2004,serve,,,,,
Sjeng Schalken,272.3,73.9%,66.2%,54.2%,77.3%,2.5,1.8,2004,serve,,,,,
Thomas Johansson,272.0,55.2%,76.5%,51.6%,81.5%,9.3,2.1,2004,serve,,,,,
Gregory Carraz,271.5,61.9%,75.7%,47.0%,82.9%,10.1,6.1,2004,serve,,,,,
Dominik Hrbaty,270.9,64.0%,71.5%,53.1%,80.7%,4.5,2.9,2004,serve,,,,,
Antony Dupuis,270.7,59.4%,73.4%,51.9%,80.9%,7.5,2.4,2004,serve,,,,,
Victor Hanescu,270.3,67.1%,69.1%,50.1%,79.8%,6.5,2.3,2004,serve,,,,,
Robin Soderling,269.9,61.2%,73.0%,50.3%,81.1%,7.0,2.7,2004,serve,,,,,
Jan-Michael Gambill,269.3,58.7%,76.2%,46.4%,79.4%,11.7,3.1,2004,serve,,,,,
Kenneth Carlsen,269.0,60.9%,73.5%,49.9%,80.3%,7.5,3.1,2004,serve,,,,,
Sebastien Grosjean,268.9,51.6%,76.7%,53.0%,82.8%,6.8,2.0,2004,serve,,,,,
Luis Horna,268.5,67.2%,70.1%,49.7%,79.5%,4.5,2.5,2004,serve,,,,,
Tommy Haas,268.3,57.8%,74.6%,51.5%,82.1%,5.7,3.4,2004,serve,,,,,
Lleyton Hewitt,268.0,54.5%,75.2%,53.4%,82.3%,6.2,3.6,2004,serve,,,,,
Paradorn Srichaphan,267.5,59.6%,72.9%,51.1%,80.7%,6.2,3.0,2004,serve,,,,,
Fernando Gonzalez,267.3,59.8%,74.3%,50.4%,80.5%,6.1,3.8,2004,serve,,,,,
Rafael Nadal,266.6,69.9%,66.6%,53.9%,76.9%,1.3,2.0,2004,serve,,,,,
Radek Stepanek,265.8,62.1%,73.1%,48.2%,79.7%,6.3,3.6,2004,serve,,,,,
Guillermo Coria,265.7,67.4%,68.8%,51.7%,78.0%,2.5,2.7,2004,serve,,,,,
Jiri Novak,265.3,64.3%,70.6%,49.5%,78.3%,4.4,1.8,2004,serve,,,,,
Mariano Zabaleta,265.3,61.8%,70.4%,53.1%,79.1%,3.8,2.9,2004,serve,,,,,
Guillermo Canas,265.1,58.9%,72.1%,53.0%,79.7%,4.8,3.4,2004,serve,,,,,
Agustin Calleri,265.0,56.5%,73.8%,50.3%,80.2%,7.5,3.3,2004,serve,,,,,
Hicham Arazi,263.6,62.2%,68.2%,52.5%,78.3%,4.3,1.9,2004,serve,,,,,
Gustavo Kuerten,263.6,55.4%,73.6%,50.2%,79.0%,8.2,2.8,2004,serve,,,,,
Nicolas Kiefer,262.6,54.6%,77.2%,47.9%,79.4%,7.3,3.8,2004,serve,,,,,
Nikolay Davydenko,262.3,66.5%,69.1%,49.1%,77.0%,3.3,2.7,2004,serve,,,,,
Tommy Robredo,262.1,60.0%,71.1%,50.8%,79.0%,4.3,3.1,2004,serve,,,,,
Florian Mayer,261.5,60.8%,69.2%,52.2%,77.3%,4.6,2.6,2004,serve,,,,,
Andy Roddick,300.0,61.7%,80.1%,57.9%,91.4%,11.1,2.2,2003,serve,,,,,
Max Mirnyi,287.0,63.7%,77.0%,53.3%,87.3%,9.0,3.3,2003,serve,,,,,
Wayne Arthurs,285.3,57.1%,79.6%,53.5%,85.4%,14.3,4.6,2003,serve,,,,,
Younes El Aynaoui,284.8,66.2%,74.8%,50.3%,85.9%,10.4,2.8,2003,serve,,,,,
Roger Federer,284.4,59.4%,77.0%,55.9%,87.3%,7.8,3.0,2003,serve,,,,,
Ivan Ljubicic,282.1,55.7%,78.5%,52.4%,85.8%,13.0,3.3,2003,serve,,,,,
Mark Philippoussis,281.8,57.0%,80.0%,50.2%,84.8%,14.7,4.9,2003,serve,,,,,
Andre Agassi,280.2,62.2%,74.1%,55.2%,85.6%,5.5,2.4,2003,serve,,,,,
